ticket_id,ticket_text,category,priority,source_channel
98504,"Hi team, Please cancel my premium subscription immediately.",Cancellation,Medium,Email
98505,"Hello, Unable to update billing details in the payment gateway settings.",Billing,High,Email
98506,Please help - Please cancel my premium subscription immediately.,Cancellation,High,Email
98507,Please help - I was double charged for my monthly subscription fee.,Billing,Medium,Email
98508,"Extremely slow performance, page loads take over 10 seconds.",Technical Support,High,Phone
98509,"Hello, Need to transfer master ownership of the workspace to another admin.",Account Access,Low,Phone
98510,I was double charged for my monthly subscription fee.,Billing,High,Phone
98511,The service availability falls way short of the promised uptime SLA.,Complaint,High,Email
98512,"Hello, Unable to update billing details in the payment gateway settings.",Billing,High,Email
98513,Urgent: I was double charged for my monthly subscription fee.,Billing,Medium,Phone
98514,I want to terminate my membership and delete all stored personal data.,Cancellation,Low,Web Portal
98515,"Hello, Moving to a competing software provider, cancel auto-renewals.",Cancellation,High,Email
98516,The latest update broke the UI layout on mobile view.,Technical Support,High,Phone
98517,"Hello, API webhook integration is failing to sync payload data.",Technical Support,Medium,Phone
98518,"Hello, The latest update broke the UI layout on mobile view.",Technical Support,High,Email
98519,Please help - API webhook integration is failing to sync payload data.,Technical Support,High,Chat
98520,"Hi team, Is your infrastructure fully SOC2 and GDPR compliant?",General Inquiry,Low,Chat
98521,"Hello, My corporate credit card was declined but funds are showing as locked.",Billing,High,Email
98522,"Unable to connect to the database, getting a timeout error.",Technical Support,Medium,Phone
98523,Urgent: My profile shows as deactivated or suspended without notice.,Account Access,High,Web Portal
98524,Please help - Production server is throwing Timeout Exception errors during loading charts.,Technical Support,Medium,Chat
98525,Regarding my account: My profile shows as deactivated or suspended without notice.,Account Access,Low,Email
98526,Cannot authorize login via Google OAuth provider.,Account Access,Medium,Phone
98527,"Hello, Need a copy of invoice #7984 for our company accounts.",Billing,Medium,Email
98528,"Hello, Terrible experience, your customer support agent completely ignored my issue.",Complaint,Medium,Email
98529,Regarding my account: Why is there an unexpected charge on my statement this month?,Billing,Medium,Email
98530,Urgent: Unable to update billing details in the payment gateway settings.,Billing,Medium,Phone
98531,Can you send over details regarding enterprise tier volume pricing?,General Inquiry,Low,Web Portal
98532,Regarding my account: Password reset link expired or is invalid.,Account Access,Medium,Chat
98533,"Urgent: Extremely slow performance, page loads take over 10 seconds.",Technical Support,High,Email
98534,"Please help - Unable to connect to the database, getting a timeout error.",Technical Support,Medium,Email
98535,"Hello, Cannot authorize login via Google OAuth provider.",Account Access,Medium,Chat
98536,"Extremely slow performance, page loads take over 10 seconds.",Technical Support,Medium,Web Portal
98537,Regarding my account: Please cancel my premium subscription immediately.,Cancellation,Medium,Phone
98538,"Moving to a competing software provider, cancel auto-renewals.",Cancellation,Medium,Phone
98539,Please help - I've been waiting over 48 hours for an urgent response.,Complaint,High,Email
98540,Regarding my account: Downgrade our team's corporate subscription to the free tier.,Cancellation,Medium,Chat
98541,Please help - How do I close my account? I cannot find the option in the portal.,Cancellation,High,Email
98542,"Hello, Critical error: 500 Internal Server Error unhandled exception on the dashboard.",Technical Support,High,Email
98543,Please help - I've been waiting over 48 hours for an urgent response.,Complaint,Medium,Email
98544,"Hi team, Unable to connect to the database, getting a timeout error.",Technical Support,High,Email
98545,Please help - Please cancel my premium subscription immediately.,Cancellation,Medium,Email
98546,"Hi team, Unable to update billing details in the payment gateway settings.",Billing,High,Email
98547,Please help - The latest update broke the UI layout on mobile view.,Technical Support,High,Email
98548,Regarding my account: My corporate credit card was declined but funds are showing as locked.,Billing,Medium,Email
98549,"Hi team, Unable to update billing details in the payment gateway settings.",Billing,Low,Phone
98550,"Hi team, The latest update broke the UI layout on mobile view.",Technical Support,Low,Phone
98551,Application crashes whenever I try to opening settings.,Technical Support,Medium,Phone
98552,"Hello, Unable to update billing details in the payment gateway settings.",Billing,High,Email
98553,"Hello, Production server is throwing Timeout Exception errors during saving data.",Technical Support,Medium,Phone
98554,Regarding my account: Password reset link expired or is invalid.,Account Access,Low,Email
98555,"Hi team, Just checking if there is any scheduled maintenance window this weekend.",General Inquiry,Medium,Email
98556,Please help - I've been waiting over 48 hours for an urgent response.,Complaint,Medium,Phone
98557,Is your infrastructure fully SOC2 and GDPR compliant?,General Inquiry,Medium,Web Portal
98558,"Hi team, The new features are completely broken and ruining our daily workflows.",Complaint,Low,Chat
98559,"Hi team, My profile shows as deactivated or suspended without notice.",Account Access,High,Email
98560,"Urgent: Extremely slow performance, page loads take over 10 seconds.",Technical Support,High,Phone
98561,Where can I find the official developer API reference guides?,General Inquiry,Low,Phone
98562,"Hello, I've been waiting over 48 hours for an urgent response.",Complaint,Medium,Chat
98563,The latest update broke the UI layout on mobile view.,Technical Support,Low,Web Portal
98564,"Hello, Where can I find the official developer API reference guides?",General Inquiry,Medium,Phone
98565,Please help - Just checking if there is any scheduled maintenance window this weekend.,General Inquiry,Low,Email
98566,Regarding my account: I want to terminate my membership and delete all stored personal data.,Cancellation,High,Phone
98567,Urgent: Is your infrastructure fully SOC2 and GDPR compliant?,General Inquiry,Low,Web Portal
98568,"Hi team, Unable to update billing details in the payment gateway settings.",Billing,Medium,Phone
98569,Urgent: The latest update broke the UI layout on mobile view.,Technical Support,High,Email
98570,"Hi team, Why is there an unexpected charge on my statement this month?",Billing,Medium,Chat
98571,Please help - Critical error: 403 Forbidden unhandled exception on the dashboard.,Technical Support,High,Phone
98572,"Please help - Extremely slow performance, page loads take over 10 seconds.",Technical Support,Low,Phone
98573,"Hi team, Is your infrastructure fully SOC2 and GDPR compliant?",General Inquiry,Low,Phone
98574,Please help - 2FA SMS authentication code is not delivering to my phone.,Account Access,Low,Phone
98575,Regarding my account: 2FA SMS authentication code is not delivering to my phone.,Account Access,High,Chat
98576,Regarding my account: My profile shows as deactivated or suspended without notice.,Account Access,Low,Email
98577,Regarding my account: Locked out of my admin account after entering the wrong MFA token.,Account Access,Medium,Phone
98578,"Hi team, Cannot authorize login via Google OAuth provider.",Account Access,Low,Web Portal
98579,"Urgent: Terrible experience, your customer support agent completely ignored my issue.",Complaint,Low,Chat
98580,Urgent: I was double charged for my monthly subscription fee.,Billing,Low,Phone
98581,Please help - Downgrade our team's corporate subscription to the free tier.,Cancellation,Medium,Email
98582,"Hello, I was double charged for my monthly subscription fee.",Billing,Medium,Phone
98583,"Urgent: Extremely slow performance, page loads take over 10 seconds.",Technical Support,Medium,Phone
98584,Regarding my account: I've been waiting over 48 hours for an urgent response.,Complaint,High,Chat
98585,Regarding my account: I've been waiting over 48 hours for an urgent response.,Complaint,Medium,Phone
98586,The new features are completely broken and ruining our daily workflows.,Complaint,High,Chat
98587,Regarding my account: Unable to update billing details in the payment gateway settings.,Billing,Medium,Web Portal
98588,Password reset link expired or is invalid.,Account Access,High,Chat
